0,0,18,1220,3.53143366761856E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",13.0,1,"prune-sequence-take-second"
0,1,18,1044,3.53117510985409E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",17.0,1,"prune-sequence-take-second"
0,2,18,1359,3.530916552089621E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",22.0,1,"prune-sequence-take-second"
0,3,18,1736,3.540763623501367E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",26.0,1,"prune-sequence-take-second"
0,4,18,2042,3.5426773843800604E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",30.0,1,"prune-sequence-take-second"
0,5,18,2404,3.550452533686597E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",36.0,1,"prune-sequence-take-second"
0,6,18,3466,3.568669474136441E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",35.0,1,"prune-sequence-take-second"
0,7,18,3628,3.5678842646822095E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",36.0,1,"prune-sequence-take-second"
0,8,18,4874,3.56657558225849E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",39.0,1,"prune-sequence-take-second"
0,9,18,5850,3.5650051633500256E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",43.0,1,"prune-sequence-take-second"
0,10,18,7137,3.563173007956818E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",42.0,1,"prune-sequence-take-second"
0,11,18,8849,3.560817379594122E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",37.0,1,"prune-sequence-take-second"
0,12,18,11838,3.557676541777195E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",30.0,1,"prune-sequence-take-second"
0,13,18,13054,3.554273967475523E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",24.0,1,"prune-sequence-take-second"
0,14,18,13363,3.550871393173851E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",24.0,1,"prune-sequence-take-second"
0,0,15,351,4.386386449189079E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",13.0,10,"prune-sequence-take-second"
0,1,15,608,4.386386449189079E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",16.0,10,"prune-sequence-take-second"
0,2,15,972,4.38604241788741E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",19.0,10,"prune-sequence-take-second"
0,3,19,1747,4.421066296691855E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",22.0,10,"prune-sequence-take-second"
0,4,19,2330,4.420019337555435E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",24.0,10,"prune-sequence-take-second"
0,5,19,3163,4.418972378419016E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",24.0,10,"prune-sequence-take-second"
0,6,19,3669,4.4179254192825966E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",25.0,10,"prune-sequence-take-second"
0,7,19,3710,4.46851544085068E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",26.0,10,"prune-sequence-take-second"
0,8,19,4063,4.4670972367502876E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",28.0,10,"prune-sequence-take-second"
0,9,18,5229,4.4753473204779506E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",28.0,10,"prune-sequence-take-second"
0,10,19,5514,4.50773904873791E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",29.0,10,"prune-sequence-take-second"
0,11,19,5804,4.5055879764691345E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",30.0,10,"prune-sequence-take-second"
0,12,19,6296,4.528989323319762E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",31.0,10,"prune-sequence-take-second"
