Configuration on demand is an incubating feature.
> Task :compileJava UP-TO-DATE
> Task :processResources NO-SOURCE
> Task :classes UP-TO-DATE

> Task :runRepertoire
trial,generation,bestSize,runtime,profit,distance,structureDistance,plan,init,window,buildProb,runtimeKill,trimmerChance,scenario,averageSize,scenarioMutations
0,10,20,24175,3.546947266318985E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",30.0,1
0,11,20,28152,3.539595699322245E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",31.0,1
0,12,20,31897,3.531337376965203E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",32.0,1
0,13,19,37971,3.5217171321299024E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",31.0,1
0,14,19,41875,3.5106850628661364E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1212,false,0.5,0.7,1.0,0.5,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.2,0.05,0.01,0.05,0.05,0.1,0.1,1.0,0.0",31.0,1
0,0,18,2484,4.605187374025555E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",21.0,10
0,1,18,4694,4.603349919416239E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",25.0,10
0,2,18,5629,4.601512464806924E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",26.0,10
0,3,18,6118,4.599307519275744E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",26.0,10
0,4,18,5968,4.597102573744566E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",25.0,10
0,5,18,5890,4.594897628213387E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",23.0,10
0,6,18,6478,4.592325191760345E7,-1.0,-1.0,scratch,repertoire,10000,0.9,0.75,0.1,"1744,false,0.5,0.7,1.0,-0.24624140532233052,150.0,200.0,300.0,80.0,3.0,1.5384615384615385,2.0,3.7461274248817924,0.05,0.01,0.018398787935526406,0.02987726388986009,0.1,0.04759072017242022,1.0,0.0",23.0,10
